handle,tweet_count,key_word_list
RepCindyAxne,10,"['angie', 'sylling', 'play', 'crucial', 'role', 'here', 'iowa', 'battle', 'raise', 'awareness', 'cancer', 'offer', 'affected', 'family', 'support', 'resource', 'find', 'well', 'treatment', 'fight', 'cure', 'join', 'honor', 'as', 'iowanoftheweek', 'today', 'high', 'school', 'student', 'interview', 'nomination', 'attend', 'prestigious', 'united', 'states', 'military', 'service', 'academies', 'thank', 'passion', 'amp', 'thank', 'selection', 'committee', 'help', 'young', 'iowans', 'pursue', 'dream', 'say', 'atmar', 'put', 'life', 'line', 'field', 'support', 'troop', 'amp', 'mission', 'afghanistan', 'now', 'commit', 'ensure', 'afghan', 'sivs', 'amp', 'refugee', 'have', 'resource', 'need', 'thrive', 'iowa', 'join', 'honor', 'iowanoftheweek', 'wish', 'family', 'safe', 'healthy', 'thanksgiving', 'too', 'long', 'dogfighter', 'cockfighter', 'carry', 'rampant', 'abuse', 'too', 'many', 'enforcement', 'loophole', 'enough', 'tool', 'end', 'abuse', 'new', 'legislation', 'help', 'defend', 'innocent', 'animal', 'hold', 'abuser', 'accountable', 'too', 'long', 'affordable', 'health', 'care', 'reach', 'iowa', 'family', 'help', 'pass', 'inflation', 'reduction', 'act', 'lower', 'health', 'insurance', 'premium', 'help', 'people', 'make', 'end', 'meet', 'peopleoverpolitic', 'year', 'ago', 'sign', 'infrastructure', 'investment', 'jobs', 'act', 'law', 'kick', 'infrastructuredecade', 'historic', 'funding', 'upgrade', 'america', 'infrastructure', 'create', 'good', 'pay', 'job', 'create', 'new', 'opportunity', 'make', 'sure', 'good', 'day', 'ahead', 'tomorrow', 'deadline', 'purchase', 'american', 'flag', 'fly', 'capitol', 'office', 'happy', 'veteransday', 'today', 'day', 'honor', 'service', 'commitment', 'help', 'keep', 'country', 'safe', 'free', 'know', 'rise', 'price', 'squeeze', 'family', 'inflation', 'reduction', 'act', 'lower', 'drug', 'price', 'energy', 'cost', 'health', 'insurance', 'premium', 'help', 'folk', 'make', 'end', 'meet', 'peopleoverpolitic']"
RepClayHiggins,10,"['rt', 'great', 'see', 'bill', 'pass', 'house', 'big', 'bipartisan', 'support', 'today', 'legislation', 'vitally', 'impo', 'intent', 'provide', 'great', 'flexibility', 'veteran', 'exercise', 'benefit', 'righteously', 'earn', 'glad', 'see', 'bill', 'pass', 'house', 'strong', 'bipartisan', 'support', 'hopeful', 'senate', 'move', 'quickly', 'advance', 'legislation', 'work', 'legislation', 'improve', 'long', 'term', 'veterans', 'care', 'come', 'congress', 'bill', 'help', 'veteran', 'suffer', 'most', 'debilitate', 'service', 'relate', 'injury', 'illness', 'continue', 'work', 'local', 'state', 'federal', 'partner', 'deliver', 'additional', 'support', 'response', 'hurricanes', 'laura', 'delta', 'deliver', 'recovery', 'effort', 'stop', 'work', 'southwest', 'louisiana', 'guidry', 'family', 'run', 'beautiful', 'square', 'operation', 'usda', 'grant', 'help', 'expand', 'facility', 'increase', 'processing', 'capacity', 'look', 'forward', 'continue', 'success', 'here', 'south', 'louisiana', 'economy', 'strong', 'nation', 'safe', 'future', 'build', 'freedom', 'government', 'accountable', 'commitment', 'america', 'top', 'republican', 'border', 'security', 'subcommittee', 'work', 'secure', 'border', 'crack', 'illegal', 'immigration', 'stop', 'flow', 'deadly', 'drug', 'hold', 'biden', 'administration', 'accountable', 'continue', 'fight', 'policy', 'protect', 'community', 'rt', 'amp', 'several', 'oversight', 'republicans', 'probe', 'taxpayer', 'fund', 'censorship', 'campaign', 'target', 'online', 'rt', 'amp', 'oversight', 'republicans', 'call', 'provide', 'plan', 'have', 'address', 'bidenborder', 'great', 'calcasieu', 'parish', 'today', 'recognize', 'grand', 'reopening', 'biolab', 'facility', 'take', 'offline', 'hurricane', 'laura', 'now', 'get', 'ready', 'back', 'up', 'run', 'day', 'recovery', 'mission', 'continue', 'swla', 'come', 'back', 'strong']"
RepCloudTX,10,"['middle', 'military', 'recruitment', 'crisis', 'democrats', 'military', 'vaccine', 'mandate', 'force', 'discharge', 'army', 'soldier', 'navy', 'sailor', 'marines', 'end', 'mandate', 'rehire', 'national', 'hero', 'rt', 'so', 'far', 'law', 'enforcement', 'officer', 'shoot', 'ambush', 'attack', 'democrats', 'defund', 'police', 'movement', 'demon', 'delighted', 'have', 'texan', 'helm', 'know', 'time', 'rt', 'taxpayer', 'fund', 'human', 'trafficking', 'heartbreaking', 'happen', 'react', 'project', 'veritas', 'busy', 'time', 'year', 'biden', 'admin', 'pull', 'highly', 'skilled', 'air', 'marshals', 'plane', 'place', 'southern', 'border', 'task', 'include', 'heat', 'sandwich', 'babysitte', 'adult', 'illegal', 'migrant', 'ridiculous', 'even', 'democrats', 'start', 'speak', 'biden', 'broken', 'border', 'administration', 'enable', 'massive', 'amount', 'drug', 'smuggling', 'human', 'trafficking', 'record', 'profit', 'criminal', 'cartel', 'actively', 'work', 'undermine', 'nation', 'accountability', 'brave', 'border', 'patrol', 'agent', 'already', 'face', 'record', 'high', 'illegal', 'immigrant', 'encounter', 'record', 'high', 'migrant', 'death', 'record', 'high', 'terrorist', 'encounter', 'record', 'high', 'gotaway', 'repealing', 'title', 'insanity', 'god', 'bless', 'pro', 'freedom', 'protester', 'fight', 'back', 'china', 'tyrannical', 'regime', 'alejandro', 'mayorkas', 'leadership', 'dhs', 'enrich', 'violent', 'cartel', 'flood', 'country', 'fentanyl', 'enable', 'heartbreaking', 'humanitarian', 'crisis', 'lie', 'turn', 'even', 'slander', 'own', 'border', 'patrol', 'push', 'false', 'agenda', 'resign', 'fire']"
RepCohen,10,"['conman', 'chief', 'company', 'convict', 'count', 'fraud', 'other', 'financial', 'crime', 'trump', 'lose', 'again', 'bob', 'dylan', 'use', 'sing', 'lyric', 'steal', 'little', 'put', 'jail', 'steal', 'lot', 'make', 'king', 'putin', 'steal', 'lot', 'international', 'system', 'treat', 'king', 'anniversary', 'amendment', 'ratification', 'commemorate', 'day', 'long', 'march', 'freedom', 'call', 'colleague', 'continue', 'forward', 'end', 'exception', 'allow', 'slavery', 'continue', 'punishment', 'crime', 'endtheexception', 'rt', 'concern', 'spike', 'rsv', 'flu', 'case', 'kid', 'action', 'take', 'ensure', 'hospital', 'have', 'rt', 'trump', 'hollywood', 'make', 'up', 'year', 'med', 'lab', 'scientist', 'concur', 'vaccinate', 'flu', 'boost', 'covid', 'now', 'trump', 'hollywood', 'make', 'up', 'worldaidsday', 'yesterday', 'day', 'dedicate', 'raise', 'awareness', 'mourn', 'lose', 'prevent', 'hiv', 'aids', 'retweet', 'agree', 'rt', 'join', 'amp', 'introduce', 'harm', 'act', 'bipartisan', 'legi']"
RepColinAllred,10,"['take', 'leave', 'son', 'bear', 'family', 'critical', 'time', 'family', 'pay', 'leave', 'lead', 'well', 'outcome', 'join', 'new', 'bipartisan', 'paid', 'leave', 'caucus', 'ensure', 'family', 'do', 'same', 'brave', 'capitol', 'police', 'officer', 'put', 'risk', 'deadly', 'attack', 'capitol', 'january', 'owe', 'debt', 'gratitude', 'proud', 'hero', 'honor', 'today', 'congressional', 'gold', 'medal', 'daca', 'recipient', 'veteran', 'teacher', 'health', 'care', 'worker', 'small', 'business', 'owner', 'represent', 'so', 'much', 'make', 'america', 'great', 'time', 'now', 'senate', 'finally', 'act', 'homeishere', 'rt', 'today', 'texas', 'democratic', 'delegation', 'meet', 'celebrate', 'honor', 'legacy', 'congresswoman', 'johnson', 'have', 'aly', 'so', 'honored', 'spend', 'evening', 'welcome', 'holiday', 'season', 'annual', 'holiday', 'ball', 'great', 'news', 'region', 'contract', 'create', 'good', 'pay', 'job', 'help', 'north', 'texas', 'lead', 'manufacturing', 'state', 'art', 'technology', 'military', 'tomorrow', 'last', 'day', 'sign', 'medicare', 'next', 'year', 'important', 'start', 'measure', 'monthly', 'cap', 'insulin', 'free', 'vaccine', 'go', 'effect', 'take', 'advantage', 'visit', 'today', 'make', 'sure', 'january', 'never', 'happen', 'again', 'do', 'pass', 'electoral', 'count', 'reform', 'act', 'protect', 'democracy', 'watch', 'conversation', 'folk', 'last', 'telephone', 'town', 'hall', 'year', 'begin', 'join', 'right', 'now', 'hear', 'late', 'work', 'congress', 'get', 'answer', 'question', 'listen', 'live', 'call', 'steady', 'progress', 'lower', 'cost', 'thank', 'work', 'congress', 'americans', 'now', 'see', 'real', 'relief', 'keep', 'work', 'ensure', 'keep', 'lower', 'cost', 'board']"
RepConnieConway,10,"['weekend', 'have', 'honor', 'attend', 'customer', 'appreciation', 'lunch', 'willitts', 'pump', 'irrigation', 'store', 'exeter', 'pleasure', 'meeting', 'new', 'people', 'see', 'old', 'friend', 'thank', 'invite', 'weekend', 'hold', 'military', 'service', 'academy', 'nomination', 'thank', 'committee', 'help', 'nomination', 'process', 'excited', 'award', 'deserve', 'student', 'district', 'amazing', 'opportunity', 'memory', 'remain', 'alive', 'damon', 'nelson', 'memorial', 'scholarship', 'fund', 'college', 'sequoias', 'today', 'birthday', 'remember', 'late', 'damon', 'nelson', 'central', 'valley', 'public', 'servant', 'mentor', 'many', 'great', 'american', 'patriot', 'veteran', 'first', 'gulf', 'war', 'leader', 'house', 'intel', 'committee', 'former', 'congressman', 'nunes', 'thank', 'brave', 'man', 'woman', 'serve', 'country', 'defend', 'freedom', 'happy', 'veterans', 'day', 'thankyouforyourservice', 'last', 'week', 'speak', 'group', 'danish', 'farmer', 'central', 'valley', 'agriculture', 'discuss', 'government', 'regulation', 'ag', 'industry', 'valley', 'water', 'crisis', 'supportcaliforniaagriculture', 'read', 'bill', 'text', 'here', 'synopsis', 'here', 'recently', 'introduce', 'bill', 'cosponsor', 'amp', 'open', 'hetch', 'hetchy', 'public', 'recreation', 'bill', 'ensure', 'californians', 'partake', 'activity', 'such', 'swimming', 'boat', 'camping', 'now', 'ban', 'restrict', 'election', 'day', 'go', 'vote', 'make', 'voice', 'hear', 'ca', 'voting', 'information', 'find', 'here', 'weekend', 'have', 'pleasure', 'host', 'assemblymember', 'amp', 'ca', 'state', 'controller', 'candidate', 'tulare', 'discuss', 'valley', 'ag', 'amp', 'tour', 'international', 'agri', 'center', 'heritage', 'complex', 'include', 'agventures', 'program', 'amp', 'museum']"
RepConorLamb,10,"['today', 'house', 'overwhelmingly', 'pass', 'commonsense', 'bipartisan', 'rural', 'opioid', 'abuse', 'prevention', 'act', 'amp', 'now', 'head', 'president', 'desk', 'sign', 'law', 'good', 'luck', 'today', 'kickoff', 'world', 'cup', 'wales', 'go', 'go', 'usa', 'thank', 'veteran', 'service', 'today', 'groundbreaking', 'cargo', 'project', 'federal', 'funding', 'amp', 'work', 'secure', 'mean', 'more', 'cargo', 'airport', 'mean', 'more', 'job', 'amp', 'investment', 'region', 'today', 'amp', 'lead', 'bipartisan', 'letter', 'classify', 'native', 'marc', 'fogel', 'wrongfully', 'detain', 'russia', 'time', 'government', 'step', 'amp', 'secure', 'fogel', 'freedom', 'today', 'remember', 'innocent', 'life', 'take', 'senseless', 'act', 'violence', 'treeoflife', 'year', 'ago', 'memory', 'blessing', 'amp', 'family', 'find', 'comfort', 'work', 'rid', 'community', 'antisemitism', 'amp', 'hate', 'strongerthanhate', 'great', 'discussion', 'today', 'deputy', 'assistant', 'secretary', 'regional', 'affairs', 'craig', 'buerstatte', 'amp', 'regional', 'stakeholder', 'investment', 'buildbackbetter', 'regional', 'challenge', 'award', 'catalyst', 'workforce', 'development', 'western', 'pa', 'great', 'news', 'pa', 'announce', 'pa', 'receive', 'bipartisaninfrastructurelaw', 'rebuild', 'road', 'bridge', 'amp', 'tunnel', 'state', 'wish', 'family', 'bless', 'yom', 'kippur', 'south', 'beaver', 'township', 'award', 'k', 'grant', 'community', 'project', 'funding', 'secure', 'department', 'justice', 'cops', 'technology', 'equipment', 'program', 'purchase', 'critical', 'communication', 'equipment', 'police', 'officer']"
RepCori,10,"['rt', 'thank', 'stand', 'immigrant', 'time', 'permanent', 'solution', 'undocumented', 'community', 'member', 'tha', 'let', 'corporate', 'politician', 'sacrifice', 'frontline', 'community', 'louis', 'own', 'profit', 'congress', 'heed', 'call', 'environmental', 'justice', 'group', 'keep', 'manchin', 'dirtydeal', 'ndaa', 'other', 'pass', 'legislation', 'welcome', 'news', 'thank', 'amp', 'heed', 'call', 'advocate', 'lawmaker', 'amp', 'impact', 'community', 'extend', 'amp', 'redesignate', 'haiti', 'tps', 'decision', 'save', 'life', 'haiti', 'face', 'unprecedented', 'humanitarian', 'crisis', 'extend', 'amp', 'redesignate', 'haiti', 'temporary', 'protect', 'status', 'congratulations', 'leader', 'whip', 'chair', 'lead', 'historic', 'new', 'era', 'democratic', 'leadership', 'look', 'forward', 'continue', 'work', 'ensure', 'louis', 'prioritize', 'congress', 'today', 'amp', 'day', 'continue', 'uplift', 'advance', 'policy', 'affirm', 'dignity', 'safety', 'well', 'being', 'people', 'live', 'disability', 'internationaldayofpeoplewithdisabilitie', 'rt', 'thank', 'leadership', 'critical', 'letter', 'haiti', 'face', 'human', 'right', 'rt', 'moral', 'obligation', 'protect', 'haitians', 'flee', 'violence', 'persecution', 'amp', 'poverty', 'say', 'rt', 'haiti', 'face', 'unprecedented', 'crisis', 'demand', 'compassionate', 'response', 'amp', 'rt', 'haiti', 'face', 'turmoil', 'crisis', 'unimaginable', 'proportion', 'have', 'duty', 'protect', 'seek', 'safe', 'haven', 'i']"
RepCuellar,10,"['prayer', 'go', 'family', 'cbp', 'agent', 'ambush', 'coast', 'puerto', 'rico', 'yesterday', 'want', 'reiterate', 'support', 'man', 'woman', 'express', 'upmost', 'appreciation', 'do', 'thought', 'prayer', 'endorsements', 'strongly', 'endorse', 'good', 'friend', 'assistant', 'democratic', 'leader', 'congress', 'serve', 'jim', 'nearly', 'year', 'have', 'utmost', 'respect', 'work', 'ethic', 'leadership', 'consistent', 'support', 'jim', 'always', 'have', 'back', 'support', 'good', 'friend', 'next', 'chair', 'democratic', 'caucus', 'serve', 'pete', 'appropriations', 'committee', 'know', 'diligent', 'legislator', 'true', 'leader', 'pete', 'have', 'complete', 'support', 'endorsement', 'great', 'honor', 'strongly', 'endorse', 'friend', 'next', 'leader', 'democratic', 'caucus', 'hakeem', 'future', 'party', 'have', 'full', 'unwavering', 'support', 'let', 'get', 'work', 'keep', 'deliver', 'american', 'people', 'congress', 'support', 'endorse', 'friend', 'bid', 'next', 'whip', 'democratic', 'caucus', 'bottom', 'line', 'katherine', 'get', 'job', 'do', 'fighter', 'work', 'family', 'together', 'deliver', 'empow', 'unite', 'thank', 'humble', 'opportunity', 'continue', 'serve', 'next', 'few', 'week', 'stop', 'county', 'say', 'thank', 'have', 'back', 'continue', 'have', 'your', 'time', 'get', 'work', 'keep', 'deliver', 'south', 'texas', 'shock', 'appal', 'violent', 'attack', 'paul', 'pelosi', 'eliminate', 'form', 'violence', 'society', 'pray', 'paul', 'speaker', 'pelosi', 'family', 'recover', 'outrageous', 'assault', 'rt', 'good', 'see', 'amp', 'richard', 'perez', 'today', 'luncheon', 'border', 'infrastructure', 'usmx', 'https', 'rt', 'late', 'friday', 'night', 'datum', 'dump', 'border', 'democrat', 'say', 'biden', 'administration', 'fall']"
RepDLamborn,10,"['american', 'people', 'deserve', 'as', 'much', 'information', 'provide', 'regard', 'intensifying', 'threat', 'pose', 'ccp', 'astounding', 'expansion', 'china', 'nuclear', 'arsenal', 'motivate', 'robust', 'investment', 'own', 'nuclear', 'capability', 'grateful', 'invite', 'speak', 'support', 'lorie', 'smith', 'amp', 'design', 'studio', 'creative', 'front', 'supreme', 'court', 'today', 'supreme', 'court', 'ruling', 'favor', 'creative', 'mean', 'victory', 'free', 'speech', 'religious', 'freedom', 'everywhere', 'government', 'official', 'manipulate', 'law', 'cancel', 'disagree', 'lorie', 'smith', 'amp', 'other', 'deserve', 'strong', 'possible', 'amendment', 'protection', 'seek', 'uphold', 'principle', 'so', 'fulfilling', 'central', 'life', 'amp', 'faith', 'createfreely', 'sadden', 'hear', 'senseless', 'loss', 'life', 'shooting', 'last', 'night', 'law', 'enforcement', 'first', 'responder', 'commend', 'rapid', 'response', 'people', 'pray', 'victim', 'family', 'cislunar', 'space', 'more', 'important', 'more', 'contest', 'time', 'good', 'see', 'capstone', 'lead', 'way', 'establish', 'ability', 'securely', 'work', 'region', 'amp', 'classification', 'barrier', 'national', 'security', 'stop', 'talk', 'internally', 'capability', 'amp', 'integration', 'block', 'able', 'create', 'successful', 'relationship', 'ally', 'deter', 'nation', 'china', 'amp', 'russia', 'harmful', 'idea']"
RepDLesko,10,"['republican', 'campaign', 'email', 'go', 'spam', 'gmail', 'compare', 'just', 'democrat', 'campaign', 'email', 'introduce', 'political', 'bias', 'emails', 'act', 'hold', 'big', 'tech', 'company', 'accountable', 'use', 'biased', 'algorithm', 'censor', 'americans', 'email', 'be', 'more', 'important', 'keep', 'americans', 'safe', 'border', 'crisis', 'unquestionably', 'national', 'security', 'crisis', 'shameful', 'president', 'biden', 'visit', 'southern', 'border', 'wonderful', 'join', 'congressional', 'colleague', 'support', 'iran', 'hostages', 'congressional', 'gold', 'medal', 'act', 'honor', 'bravery', 'hold', 'hostage', 'iran', 'emphasize', 'need', 'recognize', 'heroism', 'house', 'republican', 'majority', 'accountability', 'come', 'big', 'tech', 'company', 'interfere', 'election', 'attempt', 'silence', 'american', 'people', 'american', 'people', 'charge', 'silicon', 'valley', 'excite', 'tsmc', 'expansion', 'tsmc', 'announcement', 'produce', 'even', 'more', 'chip', 'first', 'facility', 'great', 'news', 'domestic', 'chip', 'production', 'relationship', 'taiwan', 'arizona', 'economy', 'exciting', 'news', 'proud', 'share', 'tsmc', 'announce', 'plan', 'second', 'facility', 'investment', 'overall', 'arizona', 'track', 'become', 'hub', 'innovation', 'leader', 'domestic', 'semiconductor', 'manufacturing', 'tsmcarizona', 'yesterday', 'scotus', 'hear', 'creative', 'elenis', 'supreme', 'court', 'justices', 'consider', 'case', 'hope', 'unequivocally', 'defend', 'americans', 'fundamental', 'constitutional', 'right', 'freedom', 'speech', 'allow', 'lorie', 'smith', 'createfreely', 'avalanche', 'illegal', 'immigrant', 'prepare', 'enter', 'nation', 'title', 'lift', 'end', 'month', 'end', 'title', 'big', 'mistake', 'part', 'biden', 'administration', 'worsen', 'crisis', 'southern', 'border', 'bill', 'honor', 'legacy', 'carol', 'barr', 'tragically', 'pass', 'away', 'sudden', 'cardiac', 'death', 'bring', 'mitral', 'valve', 'prolapse', 'hope', 'president', 'quickly', 'sign', 'bill', 'law', 'pleased', 'see', 'carol', 'act', 'pass', 'house', 'head', 'president', 'desk', 'sign', 'law', 'honor', 'cosponsor', 'bill', 'support', 'research', 'education', 'awareness', 'valvular', 'heart', 'disease']"
RepDanBishop,10,"['mean', 'senate', 'lol', 'certainly', 'vote', 'ndaa', 'house', 'absent', 'provision', 'rt', 'breaking', 'follow', 'twitterfiles', 'afl', 'obtain', 'new', 'document', 'uncover', 'secret', 'twitter', 'portal', 'gov', 'rt', 'around', 'customer', 'restore', 'so', 'far', 'duke', 'energy', 'anticipate', 'have', 'nearly', 'customer', 'restore', 'thank', 'dearly', 'miss', 'here', 'congress', 'rt', 'thank', 'cosponsor', 'support', 'critical', 'legislation', 'american', 'people', 'esg', 'heart', 'radical', 'partisan', 'activism', 'masquerade', 'responsible', 'corporate', 'governance', 'corrosive', 'practice', 'violate', 'nation', 'antitrust', 'law', 'relentless', 'investigate', 'rt', 'exclusive', 'republicans', 'launch', 'antitrust', 'investigation', 'climate', 'obsess', 'corporate', 'cartel', 'rt', 'esg', 'heart', 'radical', 'partisan', 'activism', 'masquerade', 'responsible', 'corporate', 'governance', 'corrosive', 'practi', 'rt', 'judiciary', 'republicans', 'woke', 'company', 'pursue', 'esg', 'policy', 'violate', 'antitrust', 'law', 'rt', 'regrettably', 'congressional', 'colleague', 'more', 'concerned', 'track', 'venmo', 'payment', 'make']"
RepDanCrenshaw,10,"['new', 'episode', 'join', 'talk', 'china', 'use', 'tiktok', 'commit', 'espionage', 'train', 'next', 'generation', 'ai', 'peddle', 'digital', 'fentanyl', 'america', 'youth', 'listen', 'now', 'rt', 'texas', 'dan', 'crenshaw', 'propose', 'bonus', 'border', 'patrol', 'agents', 'biden', 'need', 'stop', 'misguided', 'obama', 'era', 'obsession', 'flawed', 'deal', 'appeasement', 'work', 'ease', 'pressure', 'instead', 'show', 'support', 'brave', 'iranians', 'street', 'fight', 'life', 'deadly', 'fentanyl', 'traffic', 'more', 'ever', 'mexican', 'drug', 'cartel', 'grow', 'rich', 'strong', 'more', 'equipped', 'day', 'biden', 'administration', 'have', 'plan', 'republican', 'do', 'cbp', 'officer', 'bear', 'brunt', 'biden', 'harris', 'mayorkas', 'border', 'crisis', 'include', 'deal', 'cartel', 'deadly', 'fentanyl', 'introduce', 'cbp', 'hardship', 'incentive', 'pay', 'act', 'compensate', 'hard', 'work', 'front', 'line', 'brave', 'chinese', 'protester', 'need', 'america', 'strength', 'right', 'now', 'need', 'support', 'find', 'biden', 'administration', 'instead', 'just', 'pure', 'cowardice', 'rt', 'tomorrow', 'coast', 'coast', 'texas', 'congressman', 'president', 'john', 'williams', 'new', 'episode', 'join', 'break', 'negotiation', 'railroad', 'union', 'biden', 'administration', 'fault', 'republicans', 'need', 'move', 'forward', 'prevent', 'ever', 'happen', 'again', 'american', 'know', 'name', 'nemesio', 'oseguera', 'cervantes', 'ismael', 'zambada', 'garcia', 'mexican', 'drug', 'cartel', 'leader', 'facilitate', 'deadly', 'fentanyl', 'crisis', 'country', 'time', 'treat', 'terrorist', 'freedom', 'never', 'more', 'generation', 'away', 'extinction', 'reagan']"
RepDanKildee,10,"['help', 'fix', 'break', 'supply', 'chain', 'stop', 'price', 'gouging', 'work', 'republicans', 'democrats', 'pass', 'ocean', 'shipping', 'reform', 'act', 'new', 'law', 'prevent', 'major', 'shipping', 'corporation', 'overcharge', 'american', 'business', 'move', 'good', 'help', 'lower', 'cost', 'family', 'expand', 'mental', 'health', 'care', 'service', 'mid', 'michigan', 'thank', 'federal', 'resource', 'secure', 'district', 'michigander', 'have', 'access', 'affordable', 'high', 'quality', 'health', 'care', 'include', 'mental', 'health', 'care', 'bring', 'good', 'pay', 'chip', 'manufacturing', 'job', 'michigan', 'thank', 'new', 'law', 'help', 'pass', 'chips', 'science', 'act', 'union', 'worker', 'jeffery', 'make', 'more', 'thing', 'michigan', 'overseas', 'congratulation', 'new', 'facility', 'deliver', 'critical', 'child', 'physical', 'mental', 'health', 'service', 'recently', 'secure', 'federal', 'funding', 'support', 'ghs', 'effort', 'lower', 'health', 'care', 'cost', 'mid', 'michigan', 'family', 'good', 'luck', 'tonight', 'big', 'ten', 'championship', 'game', 'goblue', 'correctional', 'officer', 'critical', 'justice', 'system', 'deserve', 'retire', 'dignity', 'introduce', 'bill', 'ensure', 'receive', 'retirement', 'benefit', 'full', 'remove', 'unfair', 'tax', 'penalty', 'keep', 'work', 'get', 'bill', 'pass', 'law', 'holiday', 'season', 'thought', 'often', 'servicemember', 'sacrifice', 'time', 'family', 'keep', 'safe', 'reunion', 'great', 'reminder', 'thank', 'servicemember', 'veteran', 'amp', 'love', 'one', 'give', 'happy', 'birthday', 'dorothy', 'zehnder', 'matriarch', 'bavarian', 'inn', 'dedicate', 'year', 'run', 'small', 'business', 'support', 'local', 'community', 'economy', 'thank', 'dorothy', 'hope', 'have', 'wonderful', 'birthday', 'rt', 'right', 'flint', 'nurse', 'saginaw', 'farmer', 'bay', 'city', 'teacher', 'pay', 'more', 'taxis', 'happy', 'birthday', 'grateful', 'have', 'ally', 'friend', 'congress', 'create', 'new', 'good', 'pay', 'job', 'ensure', 'veteran', 'get', 'benefit', 'deserve', 'count', 'always', 'go', 'bat', 'michiganders']"
RepDannyDavis,10,"['rt', 'watch', 'ways', 'amp', 'means', 'workfam', 'subcmte', 'chair', 'testify', 'jackie', 'walorski', 'ma', 'past', 'saturday', 'participate', 'press', 'conference', 'encourgage', 'community', 'unite', 'eliminate', 'disparity', 'inequity', 'create', 'barrier', 'hiv', 'testing', 'prevention', 'access', 'hiv', 'care', 'particularly', 'black', 'community', 'hivcare', 'hivteste', 'worldaidsday', 'today', 'rosa', 'parks', 'day', 'thank', 'god', 'shero', 'hero', 'make', 'life', 'well', 'so', 'many', 'african', 'americans', 'hiv', 'big', 'threat', 'approximately', 'people', 'contract', 'hiv', 'about', 'know', 'need', 'testing', 'confirm', 'need', 'world', 'aids', 'day', 'hiv', 'incidence', 'decrease', 'high', 'rate', 'african', 'americans', 'former', 'president', 'bill', 'clinton', 'sign', 'brady', 'handgun', 'violence', 'prevention', 'act', 'brady', 'bill', 'law', 'historic', 'much', 'still', 'need', 'do', 'today', 'announce', 'award', 'chicago', 'department', 'public', 'health', 'workforce', 'relate', 'programs', 'colleague', 'request', 'assessment', 'social', 'security', 'administration', 'response', 'covid', 'report', 'find', 'many', 'leave', 'behind', 'rt', 'join', 'west', 'madison', 'mcdonald', 'host', 'conversation', 'commander', 'invite', 'host', 'op', 'proud', 'co', 'sponsor', 'advance', 'equity', 'arts', 'humanities', 'act', 'shout', 'museum', 'district', 'include', 'field', 'museum', 'proud', 'sponsor', 'amend', 'internal', 'revenue', 'code', 'strike', 'provision', 'american', 'opportunity', 'tax', 'credit', 'deny', 'credit', 'student', 'felony', 'drug', 'conviction']"
RepDaveJoyce,10,"['proud', 're', 'introduce', 'legislation', 'combat', 'rape', 'kit', 'backlog', 'kit', 'represent', 'real', 'people', 'committed', 'increase', 'access', 'justice', 'amp', 'hold', 'assailant', 'accountable', 'ohio', 'give', 'law', 'enforcement', 'tool', 'need', 'improve', 'processing', 'rape', 'kit', 'hold', 'commit', 'horrible', 'crime', 'sexual', 'violence', 'accountable', 'ensure', 'same', 'progress', 'implement', 'country', 'rt', 'analysis', 'joe', 'manchin', 'gop', 'moderate', 'look', 'ahead', 'very', 'narrowly', 'divide', 'house', 'rt', 'dave', 'joyce', 'chair', 'republican', 'governance', 'group', 'tell', 'focus', 'make', 'government', 'work', 'rt', 'democrats', 'win', 'lose', 'lose', 'argument', 'make', 'c', 'rt', 'exclusive', 'speak', 'new', 'house', 'gop', 'majority', 'party', 'priority', 'yea', 'let', 'go', 'hornets', 'rt', 'congratulation', 'dear', 'friend', 'dave', 'hobson', 'instate', 'ohio', 'veterans', 'hall', 'fame', 'thank', 'la', 'just', 'learn', 'constituent', 'take', 'part', 'prestigious', 'most', 'seek', 'educational', 'exchange', 'program', 'world', 'year', 'immensely', 'proud', 'have', 'student', 'represent', 'ohio', 'abroad', 'week', 'introduce', 'impactt', 'human', 'trafficking', 'act', 'give', 'survivor', 'law', 'enforcement', 'officer', 'investigate', 'crime', 'resource', 'support', 'need', 'glad', 'have', 'join', 'critical', 'effort']"
